"compound","unique_id","plant","type","new_cat","genus","family","order","location","region","new_class","new_sub_class","sum_area","perc_area","prop_area","smiles","inchikeys","abundance","sum_abund","rel_abund"
"Rt30.3-ki1496","20 oct a3 f-Haw","Malus domestica","Fruit","Crops","Malus","Rosaceae","Rosales","Hawke's bay","Lower north island","Terpenoids","Sesquiterpenes",1498,NA,NA,"Na","Na",1498,20426,0.0733379026730637
"Rt30.3-ki1496","20 oct a5 f-Haw","Malus domestica","Fruit","Crops","Malus","Rosaceae","Rosales","Hawke's bay","Lower north island","Terpenoids","Sesquiterpenes",1560,NA,NA,"Na","Na",1560,17945,0.0869322931178601
"Elemene-isomer-3","Kiwifruit-green-m36-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Terpenoids","Sesquiterpenes",4249,0.06489551,0.000648955,"Cc(=c)[c@@h]1cc[c@@]([c@@h](c1)c(=c)c)(c)c=c","Opftuncrgueprz-qlfbsqmisa-n",4249,161462,0.0263157894736842
"Rt30.3-ki1496","All cherry pooled-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island","Terpenoids","Sesquiterpenes",31,NA,NA,"Na","Na",31,46308,0.000669430767901874
"Elemene-isomer-3","Kiwifruit-green-m43-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Terpenoids","Sesquiterpenes",4249,0.1123679,0.001123679,"Cc(=c)[c@@h]1cc[c@@]([c@@h](c1)c(=c)c)(c)c=c","Opftuncrgueprz-qlfbsqmisa-n",4249,165711,0.0256410256410256
"Elemene-isomer-3","Kiwifruit-green-m56-Bay","Actinidia deliciosa","Fruit","Crops","Actinidia","Actinidiaceae","Ericales","Bay of plenty","Central north island","Terpenoids","Sesquiterpenes",4249,0.05728376,0.000572838,"Cc(=c)[c@@h]1cc[c@@]([c@@h](c1)c(=c)c)(c)c=c","Opftuncrgueprz-qlfbsqmisa-n",4249,157213,0.027027027027027
"Elemene-isomer-4","All avocado pooled-Bay","Persea americana","Fruit","Crops","Persea","Lauraceae","Laurales","Bay of plenty","Central north island","Terpenoids","Sesquiterpenes",137,NA,NA,"Cc(=c)[c@@h]1cc[c@@]([c@@h](c1)c(=c)c)(c)c=c","Opftuncrgueprz-qlfbsqmisa-n",137,69158,0.00198097110963301
"Elemene-isomer-4","All radish pooled-Can","Raphanus raphanistrum","Arable","Crops","Raphanus","Brassicaceae","Brassicales","Canterbury","Upper south island","Terpenoids","Sesquiterpenes",2927,NA,NA,"Cc(=c)[c@@h]1cc[c@@]([c@@h](c1)c(=c)c)(c)c=c","Opftuncrgueprz-qlfbsqmisa-n",2927,102631,0.0285196480595532
"Elemene-isomer-4","Avo hass pooled-Bay","Persea americana","Fruit","Crops","Persea","Lauraceae","Laurales","Bay of plenty","Central north island","Terpenoids","Sesquiterpenes",1519,NA,NA,"Cc(=c)[c@@h]1cc[c@@]([c@@h](c1)c(=c)c)(c)c=c","Opftuncrgueprz-qlfbsqmisa-n",1519,110738,0.0137170618938395
"Alpha-bergamotene-isomer-3","Pak choi pooled conc.d-Can","Brassica rapa","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island","Terpenoids","Sesquiterpenes",1511,NA,NA,"Cc1=ccc2cc1c2(c)ccc=c(c)c","Ymbfcqpimvlniu-uhfffaoysa-n",1511,50771,0.0297610840834335
"Rt32.18-ki1497","Vc 11-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island",NA,NA,3053,NA,NA,"Na","Na",3053,123858,0.0246491950459397
"Rt32.18-ki1497","Vc 13-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island",NA,NA,3928,NA,NA,"Na","Na",3928,111161,0.0353361340758
"Aciphyllene","Vc 176-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",1167,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",1167,114614,0.0101820021986843
"Aciphyllene","Vc 177-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",571,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",571,118642,0.00481279816591089
"Aciphyllene","Vc 178-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",617,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",617,102218,0.00603611888317126
"Rt32.18-ki1497","Vc 9-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island",NA,NA,3894,NA,NA,"Na","Na",3894,119400,0.0326130653266332
"Alpha-farnesene","Corokia-f1-Aot","Corokia cotoneaster","Flower","Natives","Corokia","Argophyllaceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",495,77.1628594010402,0.771628594010402,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",495,2969,0.166722802290333
"Alpha-farnesene","Veronica_odora_f2-Aot","Veronica odora","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",550,2.05277126779494,0.0205277126779494,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",550,32288,0.0170341922695738
"Alpha-farnesene","Veronica_odora_f1-Aot","Veronica odora","Flower","Natives","Veronica","Plantaginaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3848,1.14626088697567,0.0114626088697567,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3848,27490,0.139978173881411
"Valencene","Phacelia-pooled-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1467,2.46720193989757,0.0246720193989757,"C[c@@h]1ccc=c2[c@]1(c[c@@h](cc2)c(=c)c)c","Qebnynlscgvzoh-nfawxsazsa-n",1467,39025,0.0375912876361307
"Valencene","Phacelia-f3-Aot","Phacelia tanacetifolia","Flower","Ornamentals","Phacelia","Boraginaceae","Boraginales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2285,2.08883315138447,0.0208883315138447,"C[c@@h]1ccc=c2[c@]1(c[c@@h](cc2)c(=c)c)c","Qebnynlscgvzoh-nfawxsazsa-n",2285,22547,0.101343859493502
"Alpha-farnesene","Toropapa_f3-Aot","Alseuosmia quercifolia","Flower","Natives","Alseuosmia","Alseuosmiaceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3492,33.0248289686234,0.330248289686234,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3492,20802,0.167868474185175
"Alpha-farnesene","Toropapa_f1-Aot","Alseuosmia quercifolia","Flower","Natives","Alseuosmia","Alseuosmiaceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3878,34.4961724226099,0.344961724226099,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3878,24153,0.160559764832526
"Alpha-farnesene","Toropapa_f2-Aot","Alseuosmia quercifolia","Flower","Natives","Alseuosmia","Alseuosmiaceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2932,19.6951501652061,0.196951501652061,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2932,20358,0.144022006090972
"Alpha-farnesene","Toropapa_pooled-Aot","Alseuosmia quercifolia","Flower","Natives","Alseuosmia","Alseuosmiaceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3672,29.0895858070979,0.290895858070979,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3672,16548,0.221899927483684
"Alpha-farnesene","Ninaio_pooled-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2271,1.28404849054162,0.0128404849054162,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2271,46402,0.0489418559544847
"Alpha-farnesene","Clematis montana-f2-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2866,17.1451853553393,0.171451853553393,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2866,17467,0.164080838151944
"Alpha-farnesene","Ninaio-f1-Aot","Helichrysum lanceolatum","Flower","Natives","Helichrysum","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3794,2.10828684619498,0.0210828684619498,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3794,58790,0.0645347848273516
"Alpha-farnesene","Hebe_cassinia_vauvilliersii_f1-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2658,0.746263853669211,0.00746263853669211,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2658,26656,0.0997148859543818
"Alpha-farnesene","Clematis montana-pooled-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",4164,15.053235537054,0.15053235537054,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",4164,16706,0.249251765832635
"Alpha-farnesene","Hebe_cassinia_vauvilliersii_pooled-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2762,0.636418254242032,0.00636418254242032,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2762,36847,0.0749586126414633
"Alpha-farnesene","Clematis montana-f1-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",438,17.7657830383623,0.177657830383623,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",438,16940,0.0258559622195986
"Alpha-farnesene","Clematis montana-f3-Aot","Clematis montana","Flower","Natives","Clematis","Ranunculaceae","Ranunculales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",4151,11.8944549874767,0.118944549874767,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",4151,17576,0.23617432862995
"Alpha-farnesene","Hebe_cassinia_vauvilliersii_f3-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2939,0.566532881181464,0.00566532881181464,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2939,37923,0.0774991430002901
"Alpha-farnesene","Pittosporum_tenuifolium_f1-Aot","Pittosporum tenuifolium","Flower","Natives","Pittosporum","Pittosporaceae","Apiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",984,1.22342847892303,0.0122342847892303,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",984,71857,0.0136938642025133
"Alpha-farnesene","Akeake-m3-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2344,2.27824358074504,0.0227824358074504,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2344,68997,0.033972491557604
"Alpha-farnesene","Akeake-m2-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3531,3.25581191780273,0.0325581191780273,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3531,62370,0.0566137566137566
"Rt30.6-ki1498","All apricot pooled-Cen","Prunus armeniaca","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island",NA,NA,1367,NA,NA,"Na","Na",1367,55751,0.0245197395562411
"Rt30.6-ki1498","All avocado pooled-Bay","Persea americana","Fruit","Crops","Persea","Lauraceae","Laurales","Bay of plenty","Central north island",NA,NA,1006,NA,NA,"Na","Na",1006,69158,0.0145464009948234
"Rt30.6-ki1498","All cherry pooled-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island",NA,NA,2976,NA,NA,"Na","Na",2976,46308,0.0642653537185799
"Rt30.6-ki1498","All plum pooled-Haw","Prunus domestica","Fruit","Crops","Prunus","Rosaceae","Rosales","Hawke's bay","Lower north island",NA,NA,3535,NA,NA,"Na","Na",3535,81300,0.0434809348093481
"Rt30.6-ki1498","All radish pooled-Can","Raphanus raphanistrum","Arable","Crops","Raphanus","Brassicaceae","Brassicales","Canterbury","Upper south island",NA,NA,3627,NA,NA,"Na","Na",3627,102631,0.0353401993549707
"Rt30.6-ki1498","Apricot cg pooled-Cen","Prunus armeniaca","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island",NA,NA,3826,NA,NA,"Na","Na",3826,38687,0.0988962700648797
"Rt30.6-ki1498","Avo hass pooled-Bay","Persea americana","Fruit","Crops","Persea","Lauraceae","Laurales","Bay of plenty","Central north island",NA,NA,340,NA,NA,"Na","Na",340,110738,0.00307031010132023
"Rt30.6-ki1498","Cherry lapins pooled-Cen","Prunus avium","Fruit","Crops","Prunus","Rosaceae","Rosales","Central otago","Lower south island",NA,NA,1194,NA,NA,"Na","Na",1194,44554,0.0267989406113929
"Rt30.6-ki1498","Plum angelino pooled-Haw","Prunus domestica","Fruit","Crops","Prunus","Rosaceae","Rosales","Hawke's bay","Lower north island",NA,NA,2321,NA,NA,"Na","Na",2321,61893,0.0375002019614496
"Rt30.6-ki1498","Plum pooled for 2-ab id.d-Haw","Prunus domestica","Fruit","Crops","Prunus","Rosaceae","Rosales","Hawke's bay","Lower north island",NA,NA,883,NA,NA,"Na","Na",883,98831,0.00893444364622436
"Aciphyllene","Vc 11-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",3333,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",3333,123858,0.0269098483747517
"Aciphyllene","Vc 118-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",4228,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",4228,71907,0.0587981698582892
"Aciphyllene","Vc 118-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Sesquiterpenes",4228,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",4228,71907,0.0587981698582892
"Aciphyllene","Vc 13-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",576,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",576,111161,0.00518167342863054
"Alpha-farnesene","Vc 144-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",2700,NA,NA,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2700,119622,0.0225710989617294
"Alpha-farnesene","Vc 145-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",3324,NA,NA,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3324,115182,0.0288586758347659
"Alpha-farnesene","Vc 146-Dun","Rosa helenae","Flower","Ornamentals","Rosa","Rosaceae","Rosales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",3337,NA,NA,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3337,129586,0.025751238559721
"Aciphyllene","Vc 9-Lak","Lupinus sp.","Flower","Ornamentals","Lupinus","Fabaceae","Fabales","Lake tekapo","Lower south island","Terpenoids","Sesquiterpenes",527,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",527,119400,0.00441373534338358
"Alpha-farnesene","Corokia-f2-Aot","Corokia cotoneaster","Flower","Natives","Corokia","Argophyllaceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2760,100,1,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2760,2760,1
"Alpha-farnesene","Corokia-pooled-Aot","Corokia cotoneaster","Flower","Natives","Corokia","Argophyllaceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3506,100,1,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3506,3506,1
"Alpha-farnesene","Akeake-f3-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",610,1.11804696242118,0.0111804696242118,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",610,46637,0.0130797435512576
"Alpha-farnesene","Akeake-f-pooled-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1329,1.40942285218813,0.0140942285218813,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",1329,33830,0.0392846585870529
"Alpha-farnesene","Akeake-f2-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1239,1.1873661531436,0.011873661531436,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",1239,36179,0.0342463860250422
"Alpha-farnesene","Akeake-f1-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1307,0.996119703224492,0.00996119703224492,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",1307,32239,0.0405409597071869
"Alpha-farnesene","Brachyglotis-f2-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",176,2.77278792213984,0.0277278792213984,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",176,35495,0.00495844485138752
"Alpha-farnesene","Akeake-m1-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",4010,1.86326494587084,0.0186326494587084,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",4010,45193,0.0887305556170203
"Alpha-farnesene","Hebe_cassinia_vauvilliersii_f2-Aot","Cassinia vauvilliersii","Flower","Natives","Cassinia","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2586,0.50544472372269,0.0050544472372269,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2586,40726,0.0634975200117861
"Alpha-farnesene","Brachyglotis-pooled-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1830,3.14209226243236,0.0314209226243236,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",1830,50125,0.0365087281795511
"Alpha-farnesene","Brachyglotis-f3-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1373,2.41675234421859,0.0241675234421859,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",1373,34954,0.0392801968301196
"Alpha-farnesene","Mahoe_f3-Aot","Melicytus ramiflorus","Flower","Natives","Melicytus","Violaceae","Malpighiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1942,32.5343469245436,0.325343469245436,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",1942,21258,0.0913538432590084
"Alpha-farnesene","Brachyglotis-f1-Aot","Brachyglottis repanda","Flower","Natives","Brachyglottis","Asteraceae","Asterales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2670,3.5538504279558,0.035538504279558,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2670,58720,0.0454700272479564
"Alpha-farnesene","Mahoe_f1-Aot","Melicytus ramiflorus","Flower","Natives","Melicytus","Violaceae","Malpighiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2567,31.6367919239053,0.316367919239053,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2567,15721,0.16328477832199
"Alpha-farnesene","Mahoe_pooled-Aot","Melicytus ramiflorus","Flower","Natives","Melicytus","Violaceae","Malpighiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3104,40.1132913627457,0.401132913627458,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3104,18874,0.164459044187772
"Alpha-farnesene","Akeake-m-pooled-Aot","Dodonaea viscosa","Flower","Natives","Dodonaea","Sapindaceae","Sapindales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2534,2.54516951285555,0.0254516951285555,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2534,82619,0.0306709110495165
"Rt30.6-ki1498","Brassica pooled-Can","Brassica oleracea","Arable","Crops","Brassica","Brassicaceae","Brassicales","Canterbury","Upper south island",NA,NA,2272,NA,NA,"Na","Na",2272,23249,0.0977246333175621
"Alpha-farnesene","Kanuka_f1_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2306,NA,NA,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",2306,33888,0.068047686496695
"Alpha-selinene","Kanuka_f1_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1717,NA,NA,"Cc1=ccc[c@]2([c@h]1c[c@@h](cc2)c(=c)c)c","Ozqapqseyfamcy-qlfbsqmisa-n",1717,33888,0.0506669027384325
"Alpha-selinene","Kanuka_f2_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",2514,NA,NA,"Cc1=ccc[c@]2([c@h]1c[c@@h](cc2)c(=c)c)c","Ozqapqseyfamcy-qlfbsqmisa-n",2514,29782,0.0844134040695722
"Alpha-selinene","Kanuka_f3_flore-Aot","Kunzea ericoides","Flower","Natives","Kunzea","Myrtaceae","Myrtales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3447,NA,NA,"Cc1=ccc[c@]2([c@h]1c[c@@h](cc2)c(=c)c)c","Ozqapqseyfamcy-qlfbsqmisa-n",3447,31377,0.10985753896166
"Alpha-farnesene","Ngaio-flower2-concx10-Aot","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",1252,NA,NA,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",1252,27491,0.0455421774398894
"Alpha-farnesene","Ngaio-flowers-pooled-concx10-Aot","Myoporum laetum","Flower","Natives","Myoporum","Scrophulariaceae","Lamiales","Aotearoa","Aotearoa","Terpenoids","Sesquiterpenes",3846,NA,NA,"Cc(=ccc/c(=c/c/c=c(\c)/c=c)/c)c","Cxenhbsycffkjs-vdqvfbmksa-n",3846,31762,0.121088092689377
"Pentadecane","Plum pooled for 2-ab id.d-Haw","Prunus domestica","Fruit","Crops","Prunus","Rosaceae","Rosales","Hawke's bay","Lower north island","Fatty acid derivatives","Hydrocarbons",4214,NA,NA,"Ccccccccccccccc","Ycozipawznqlmr-uhfffaoysa-n",4214,98831,0.0426384434033856
"Aciphyllene","Vc 117-Dun","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Dunedin botanical gardens","Lower south island","Terpenoids","Sesquiterpenes",3371,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",3371,65851,0.0511913258720445
"Aciphyllene","Vc 117-Ham","Salvia sp3","Flower","Ornamentals","Salvia","Lamiaceae","Lamiales","Hamilton","Central north island","Terpenoids","Sesquiterpenes",3371,NA,NA,"Cc1ccc(cc2=c(ccc12)c)c(=c)c","Yiwkbkbhkzawqv-uhfffaoysa-n",3371,65851,0.0511913258720445
